bigram	score	is-math-concept	sentence
news coverage	8.74	0	
brief portion	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0024 # newpar id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-p0008 # text = News coverage of the president’s years in the Guard has tended to focus on one brief portion of that time — to the exclusion of virtually everything else. 1 2 3 4 5-6 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
future president	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0026 # text = The future president joined the Guard in May 1968. 1 2 3 4 5 6 7 8 9 10
extended period	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0027 # text = Almost immediately, he began an extended period of training. 1 2 3 4 5 6 7 8 9 10 11
basic training	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0028 # text = Six weeks of basic training. 1 2 3 4 5 6
flight training	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0029 # text = Fifty-three weeks of flight training. 1 2 3 4 5 6 7 8
interceptor training	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0030 # text = Twenty-one weeks of fighter-interceptor training. 1 2 3 4 5 6 7 8 9 10
other training	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0031 # text = That was 80 weeks to begin with, and there were other training periods thrown in as well. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
training period	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0031 # text = That was 80 weeks to begin with, and there were other training periods thrown in as well. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
time work	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0032 # text = It was full-time work. 1 2 3 4 5 6 7
service requirement	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0037 # text = As he did, he accumulated points toward his National Guard service requirements. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
yearly obligation	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0038 # text = At the time, guardsmen were required to accumulate a minimum of 50 points to meet their yearly obligation. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
year hitch	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0041 # text = [In other words, Bush earned enough points to satisfy the requirements for his entire six year hitch in 1969-1970 alone. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
many news	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0047 # newpar id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-p0010 # text = That brings the story to May 1972 — the time that has been the focus of so many news reports — when Bush “deserted” (according to anti-Bush filmmaker Michael Moore) or went “AWOL” (according to Terry McAuliffe, chairman of the Democratic National Committee). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53
anti-bush filmmaker	8.74	0	
superior officer	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0049 # text = His superior officers said OK. 1 2 3 4 5 6
enormous glut	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0051 # text = “In 1972, there was an enormous glut of pilots,” Campenni says. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
desk job	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0052 # text = “The Vietnam War was winding down, and the Air Force was putting pilots in desk jobs. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
year commitment	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0060 # text = Bush received an honorable discharge after serving five years, four months and five days of his original six-year commitment. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
high mark	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0062 # text = During his service, Bush received high marks as a pilot. 1 2 3 4 5 6 7 8 9 10 11 12
notch fighter	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0063 # text = A 1970 evaluation said Bush “clearly stands out as a top notch fighter interceptor pilot” and was “a natural leader whom his contemporaries look to for leadership.” 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
natural leader	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0063 # text = A 1970 evaluation said Bush “clearly stands out as a top notch fighter interceptor pilot” and was “a natural leader whom his contemporaries look to for leadership.” 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
young officer	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0064 # text = A 1971 evaluation called Bush “an exceptionally fine young officer and pilot” who “continually flies intercept missions with the unit to increase his proficiency even further.” 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
intercept mission	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0064 # text = A 1971 evaluation called Bush “an exceptionally fine young officer and pilot” who “continually flies intercept missions with the unit to increase his proficiency even further.” 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
exceptional fighter	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0065 # text = And a 1972 evaluation called Bush “an exceptional fighter interceptor pilot and officer.” 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
other outlet	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0066 # text = Now, it is only natural that news reports questioning Bush’s service — in The Boston Globe and The New York Times, on CBS and in other outlets — would come out now. 1 2 3 4 5 6 7 8 9 10 11-12 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36
entire record	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0068 # text = And, as it is with Kerry, it’s reasonable to look at a candidate’s entire record, including his military service — or lack of it. 1 2 3 4 5 6 7 8 9-10 9 10 11 12 13 14 15 16-17 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
military service	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0068 # text = And, as it is with Kerry, it’s reasonable to look at a candidate’s entire record, including his military service — or lack of it. 1 2 3 4 5 6 7 8 9-10 9 10 11 12 13 14 15 16-17 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
own reason	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0070 # text = The Kerry camp blames Bush for the Swift boat veterans’ attack, but anyone who has spent much time talking to the Swifties gets the sense that they are doing it entirely for their own reasons. 1 2 3 4 5 6 7 8 9 10-11 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
military record	8.74	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0077 # newpar id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-p0011 # text = And perhaps someday Kerry will release more of his military records as well. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
election day	8.74	0	
general atmosphere	8.74	0	# newdoc id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804 # sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0001 # newpar id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-p0001 # text = One week to elections day and the general atmosphere in the capital is eerie, yet strikingly familiar. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
interim government	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0004 # text = The interim government has promised security measures that would reduce the violence on the day of elections, but I fail to see how they will be able to protect all 5,000 (or so) balloting centres. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
security measure	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0004 # text = The interim government has promised security measures that would reduce the violence on the day of elections, but I fail to see how they will be able to protect all 5,000 (or so) balloting centres. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
balloting centre	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0004 # text = The interim government has promised security measures that would reduce the violence on the day of elections, but I fail to see how they will be able to protect all 5,000 (or so) balloting centres. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
many voting	8.74	0	
voting centre	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0005 # text = Many voting centres have already been successfully attacked or destroyed in many areas. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
other minister	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0007 # text = Ayad Allawi, and other ministers running on his list, have quite expectedly used their governmental positions in campaigning. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
governmental position	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0007 # text = Ayad Allawi, and other ministers running on his list, have quite expectedly used their governmental positions in campaigning. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
bad memory	8.74	0	
official state	8.74	0	"# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0011 # text = Al-Abbudi stated that ""His Emminence"" decided to openly support the list because ""others"" (obviously a reference to Allawi) have been abusing official state positions and media outlets in their campaigning. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39"
state position	8.74	0	"# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0011 # text = Al-Abbudi stated that ""His Emminence"" decided to openly support the list because ""others"" (obviously a reference to Allawi) have been abusing official state positions and media outlets in their campaigning. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39"
defense minister	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0013 # text = Ahmed Al-Chalabi and defense minister Hazim Al-Sha'lan have been engaging in shrill public attacks over the media. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
public attack	8.74	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0013 # text = Ahmed Al-Chalabi and defense minister Hazim Al-Sha'lan have been engaging in shrill public attacks over the media. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
double agent	8.74	0	"# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0014 # text = Chalabi describing Sha'lan as a ""Ba'athist"" and a ""former double agent for Saddam and the CIA"", while Sha'lan dismisses Chalabi as a ""thief"" and an ""Iranian stooge who longs for his own origins by defending Iran"". 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46"
iranian stooge	8.74	0	
own origin	8.74	0	"# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0014 # text = Chalabi describing Sha'lan as a ""Ba'athist"" and a ""former double agent for Saddam and the CIA"", while Sha'lan dismisses Chalabi as a ""thief"" and an ""Iranian stooge who longs for his own origins by defending Iran"". 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46"
vector space	1957.41	1	# doc_id = 6555 # sent_id = 6997 # text = In this chapter we will examine mathematical structures called vector spaces. 1 2 3 4 5 6 7 8 9 10 11 12
closed formula	1105.03	1	# doc_id = 9289 # sent_id = 9933 # text = A closed formula is one in which each output is given by an explicit rule based solely on its input. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
linear combination	1008.42	1	# doc_id = 779 # sent_id = 852 # text = The algorithm that we have just used to find the greatest common divisor d of two integers a and b and to write d as the linear combination of a and b is known as the Euclidean algorithm. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
bit string	804.58	1	# doc_id = 2765 # sent_id = 2949 # text = How many errors can be corrected? 2. Explain why it is impossible for the 8-bit string with decimal value 5610 to be an ascii code for a character. 1 2 3 4 5 6 7 8
real number	709.61	1	# sent_id = 287 # text = }; Q = {r : r is a rational number} = {p/q : p, q Z where q = 0}; R = {x : x is a real number}; C = {z : z is a complex number}. 1 2 3
natural number	691.72	1	# doc_id = 267 # sent_id = 284 # text = PRELIMINARIES 4 We write 2 E when we want to say that 2 is in the set E, and 3 /E to say that 3 is not in the set E. Some of the more important sets that we will consider are the following: N = {n : n is a natural number} = {1, 2, 3, . . .} 1 2
linear map	683.74	1	# doc_id = 372 # sent_id = 411 # text = Maps from Rn to Rm given by matrices are called linear maps or linear transformations. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
linear system	642.57	1	# doc_id = 20815 # sent_id = 22474 # text = If a linear system is changed to another by one of these operations (1) an equation is swapped with another (2) an equation has both sides multiplied by a nonzero constant (3) an equation is replaced by the sum of itself and a multiple of another then the two systems have the same set of solutions. 1 2 3 4 5 6 7 8 9 10 11 12
generating function	569.01	1	# doc_id = 8829 # sent_id = 9462 # text = The final chapter covers two additional topics: generating functions and number theory. 1 2 3 4 5 6 7 8 9 10
chromatic number	536.84	1	# doc_id = 11399 # sent_id = 12230 # text = The smallest number of colors needed to do this is called the chromatic number of the graph. 1 2 3 4 5 6 7 8 9 10 11 12 13
integral domain	527.3	1	# doc_id = 4765 # sent_id = 5045 # text = A commutative ring R with identity is called an integral domain if, for every a, b R such that ab = 0, either a = 0 or b = 0. 1 2 3 4 5 6 7 8 9 10 11
odd number	517.84	1	# doc_id = 1706 # sent_id = 1837 # text = However, as it turns out, no permutation can be written as the product of both an even number of transpositions and an odd number of transpositions. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
complex number	512.65	1	# sent_id = 287 # text = }; Q = {r : r is a rational number} = {p/q : p, q Z where q = 0}; R = {x : x is a real number}; C = {z : z is a complex number}. 1 2 3
positive integer	480.85	1	# doc_id = 265 # sent_id = 282 # text = For example, if E is the set of even positive integers, we can describe E by writing either E = {2, 4, 6, . . . 1 2 3 4 5 6 7 8 9 10 11 12
square matrix	454.14	1	# doc_id = 21336 # sent_id = 23059 # text = 3.11 Denition A square matrix is nonsingular if it is the matrix of coecients of a homogeneous system with a unique solution. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
even number	429.15	1	# doc_id = 1567 # sent_id = 1692 # text = Prove that Zn has an even number of generators for n > 2. 30. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
planar graph	409.49	1	# doc_id = 11955 # sent_id = 12825 # text = Distinguish between planar and non-planar graphs. 1 2 3 4 5 6 7 8 9
identity matrix	375.34	1	# doc_id = 459 # sent_id = 504 # text = Let I be the 2  2 identity matrix; that is, I = 1 0 0 1  . 1 2 3 4 5 6 7 8 9 10 11 12 13 14
linear transformation	361.94	1	# doc_id = 372 # sent_id = 411 # text = Maps from Rn to Rm given by matrices are called linear maps or linear transformations. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
column vector	355.21	1	# doc_id = 2176 # sent_id = 2328 # text = = Ap + b, where b is a fixed column vector and matrix operations are performed in Z26. 1 2 3 4 5 6
row operation	335.87	1	Section I. Solving Linear Systems 5 1.6 Denition The three operations from Theorem 1.5 are the elementary re- duction operations, or row operations, or Gaussian operations. 1 2
commutative ring	323.21	1	# doc_id = 4764 # sent_id = 5044 # text = = ba for all a, b in R is called a commutative ring. 1 2 3 4 5 6 7 8 9
direct sum	309.45	1	# doc_id = 6776 # sent_id = 7230 # text = = 0, then W is said to be the direct sum. 1 2 3 4 5 6 7 8 9 10 11 12 13
bipartite graph	300.52	1	# sent_id = 12402 # text = If each vertex in is adjacent to all the vertices in , then the graph is a complete bipartite graph, and gets a special name: ,, where || = and || = .
direct proof	293.58	1	# doc_id = 252 # sent_id = 268 # text = Although it is usually better to find a direct proof of a theorem, this task can some- times be diicult. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
diagonal matrix	287.59	1	# sent_id = 27248 # text = A square matrix is a diagonal matrix if it is all zeroes except possibly for the entries on its upper-left to lower-right diagonal  its 1, 1 entry, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
digit number	272.57	1	# doc_id = 2194 # sent_id = 2346 # text = Though it is not a diicult task to find two large random primes and multiply them together, factoring a 150-digit number that is the product of two large primes would take 100 million computers operating at 10 million instructions per second about 50 million years under the fastest algorithms available in the early 1990s. 1 2 3 4 5 6 7 8 9 10
prime number	265.51	1	# doc_id = 781 # sent_id = 854 # text = We say that p is a prime number, or simply p is prime, if the only positive numbers that divide p are 1 and p itself. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
truth value	261.47	1	# doc_id = 9195 # sent_id = 9839 # text = To answer questions like that of the chests of scorpions, we must understand the structure of the statements, and how the truth values of the parts of the statements interact to determine the truth value of the whole statement. 1 2 3
number theory	259.4	1	# doc_id = 824 # sent_id = 897 # text = One problem in number theory is to find a function f such that f(n) is prime for each integer n. Pierre Fermat (1601?1665) conjectured that 22n 1 2
rational number	258.42	1	# sent_id = 287 # text = }; Q = {r : r is a rational number} = {p/q : p, q Z where q = 0}; R = {x : x is a real number}; C = {z : z is a complex number}. 1 2 3
matrix h	258.42	1	# doc_id = 21073 # sent_id = 22759 # text = (The matrix has parentheses around it so that when two matrices are adjacent we can tell where one ends and the other begins.) 1 2 3 4 5 6
partial sum	251.3	1	# sent_id = 17077 # text = Since the terms of () are the sums of the initial part of the sequence (), we call () the sequence of partial sums of (). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
rst row	251.3	1	# doc_id = 9764 # sent_id = 10425 # text = 1 2 3 4 1 T F F F 2 F T T F 3 T T T T 4 F F F F For example, (1, 3) is false, as indicated by the F in the first row, third column. 1 2
degree sequence	244.14	1	# doc_id = 11388 # sent_id = 12219 # text = A list of the degrees of all the vertices in non-increasing order is called a degree sequence for the graph. 1 2 3 4 5 6
basis vector	244.14	1	# sent_id = 22228 # text = sequence (a list in which order matters) hi,j row i and column j entry of matrix H V, W, U vector spaces v, 0, 0V vector, zero vector, zero vector of a space V Pn, Mnm space of degree n polynomials, nm matrices [S] span of a set B, D, , basis, basis vectors En = e1, . . 1 2 3 4 5 6 7 8 9 10
matrix multiplication	236.96	1	# doc_id = 371 # sent_id = 410 # text = This is actually matrix multiplication; that is, a b c d  x y  = ax + by cx + dy  . 1 2 3 4 5 6 7 8 9 10
identity map	236.96	1	# sent_id = 433 # text = If S is any set, we will use idS or id to denote the identity mapping from S to itself. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
th term	236.96	1	# doc_id = 9190 # sent_id = 9834 # text = The th term in the sequence might represent the number of hot dogs eaten by the th contestant. 1 2 3 4 5 6
form matrix	236.96	1	# doc_id = 21724 # sent_id = 23473 # text = Rephrased in terms of the row-equivalence relationship, we shall prove that every matrix is row equivalent to one and only one reduced echelon form matrix. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
nonzero element	229.73	1	# doc_id = 1034 # sent_id = 1121 # text = Denote the set of all such nonzero elements in Zn by U(n). 1 2 3 4 5 6 7 8 9 10 11 12 13 14
factor group	229.73	1	# sent_id = 3435 # text = It is very important to remember that the elements in a factor group are sets of elements in the original group. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
column space	229.73	1	# doc_id = 23343 # sent_id = 25256 # text = 3.6 Denition The column space of a matrix is the span of the set of its columns. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
matrix equivalence	229.73	1	# doc_id = 25846 # sent_id = 28054 # text = QED Exercise 24 checks that matrix equivalence is an equivalence relation. 1 2
map h	222.48	1	# doc_id = 414 # sent_id = 457 # text = Not every map has an inverse. 1 2 3 4 5 6 7
sum principle	222.48	1	# doc_id = 13380 # sent_id = 14348 # text = 3. Justify the product principle in terms of the sum principle. 1 2 3 4 5 6 7 8 9 10 11 12 13
determinant function	222.48	1	# doc_id = 26794 # sent_id = 29068 # text = For each n the formula denes a determinant function detnn : 1 2 3
second row	216.16	1	# doc_id = 13245 # sent_id = 14195 # text = The second row contains all the bit strings of B5 3 that end in a 1. 1 2 3 4 5 6 7 8 9 10 11
check matrix	215.18	1	# doc_id = 2595 # sent_id = 2767 # text = identity matrix, Im, then the matrix is a canonical parity-check matrix. 1 2 3 4 5 6 7 8 9 10 11 12 13
ring r	215.18	1	# doc_id = 11702 # sent_id = 12556 # text = The definition of a tree does not include this added structure, although we can impose such a structure by considering rooted trees, where we simply designate one vertex as the root. 1 2 3 4 5 6 7 8
graph theory	215.18	1	# doc_id = 8826 # sent_id = 9459 # text = The main areas of study are logic and proof, graph theory, combina- torics, and sequences. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
linear relationship	215.18	1	1 0 0 1 ! we get these linear relationships.
string basis	215.18	1	# doc_id = 28563 # sent_id = 30982 # text = A t-string basis is a basis that is a concatenation of t-strings. 1 2 3 4 5
combinatorial proof	207.85	1	# doc_id = 14524 # sent_id = 15549 # text = 3. Prove binomial identities using combinatorial proofs. 1 2 3 4 5 6 7 8 9
row vector	207.85	1	# doc_id = 21095 # sent_id = 22783 # text = A matrix with a single row is a row vector. 1 2 3 4 5 6 7 8 9 10 11
composition series	200.48	1	# doc_id = 4043 # sent_id = 4284 # text = A subnormal series {Hi} of a group G is a composition series if all the factor groups are simple; that is, if none of the factor groups of the series contains a normal subgroup. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
arbitrary integer	200.48	1	# doc_id = 10633 # sent_id = 11343 # text = The format of the proof will be this: Let be an arbitrary integer. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
initial term	200.48	1	# doc_id = 15836 # sent_id = 16921 # text = Given that no number of initial terms in a sequence is enough to say for certain which sequence we are dealing with, we need to find another way to specify a sequence. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
first term	193.06	1	# doc_id = 9323 # sent_id = 9968 # text = We might say 4 = 3 (this is assuming the first 1 is the first term and not the 0th term). 1 2 3 4 5 6 7 8 9 10
characteristic equation	193.06	1	# doc_id = 16774 # sent_id = 17955 # text = We call this other part the characteristic equation for the recurrence relation. 1 2 3 4 5 6 7 8
row space	193.06	1	# doc_id = 23324 # sent_id = 25237 # text = 3.1 Denition The row space of a matrix is the span of the set of its rows. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
basis matrix	193.06	1	# doc_id = 25722 # sent_id = 27907 # text = 1.1 Denition The change of basis matrix for bases B, D V is the representa- tion of the identity map id: V V with respect to those bases. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
matrix a	185.6	1	# doc_id = 2637 # sent_id = 2811 # text = Lemma 8.27 Let H = (A | Im) be an mn canonical parity-check matrix and G =  Inm A  be the corresponding n  (n m) standard generator matrix. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
permutation matrix	185.6	1	# sent_id = 27612 # text = A permutation matrix is square and is all 0s except for a single 1 in each row and column. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
linear code	179.08	1	# doc_id = 2516 # sent_id = 2677 # text = Richard Hamming began working with linear codes at Bell Labs in the late 1940s and early 1950s after becoming frustrated because the programs that he was running could not recover from simple errors generated by noise. 1 2 3
euler formula	178.1	1	
dimensional formula	178.1	1	# doc_id = 23843 # sent_id = 25794 # text = For instance, we could measure velocity in feet/second or fathoms/hour but at all events it involves a unit of length divided by a unit of time so the dimensional formula of velocity is L/T. Similarly, densitys dimensional formula is M/L3.
row equivalence	171.53	1	# doc_id = 21718 # sent_id = 23467 # text = We have partitioned the collection of matrices into row equivalence classes. . . . 1 2 3 4 5 6 7 8 9 10 11 12 13
switching function	170.55	1	# doc_id = 4332 # sent_id = 4599 # text = The simplest of these circuits is a switching function that has n inputs and a single output (Figure 14.24). 1 2 3 4 5 6 7 8 9 10 11 12 13 14
nonzero vector	170.55	1	# doc_id = 21585 # sent_id = 23325 # text = The angle between two nonzero vectors u,v Rn is = arccos( u v |u | |v | ) 1 2 3 4 5 6 7 8 9 10 11 12
third row	163.93	1	# doc_id = 9818 # sent_id = 10483 # text = Look in particular at the third row: F, T, T, and consider the implication, If 5 < 3 then 5 + 3 = 8. 1 2 3 4 5
nilpotent matrix	163.93	1	# doc_id = 28547 # sent_id = 30965 # text = A nilpotent matrix is one with a power that is the zero matrix. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
linear algebra	162.95	1	# doc_id = 27 # sent_id = 28 # text = Occasionally, we shall assume some basic linear algebra; that is, we shall take for granted an elementary knowledge of matrices and determinants. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
n matrix	162.95	1	# doc_id = 587 # sent_id = 647 # text = Show that an m  n matrix gives rise to a well-defined map from Rn to Rm. 28. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
ring homomorphism	162.95	1	# doc_id = 4891 # sent_id = 5182 # text = More specifically, if R and S are rings, then a ring homomorphism is a map  : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
linear factor	162.95	1	# doc_id = 5488 # sent_id = 5827 # text = Let p(x) have a zero a Q. Then p(x) must have a linear factor xa. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
different number	162.95	1	# doc_id = 10496 # sent_id = 11199 # text = The goal of this Investigate! question is to prove that this is not a coincidence: Suppose a mini sudoku puzzle has all different numbers in its four corners (marked with # below). 1 2 3 4 5 6 7
many function	162.95	1	# doc_id = 13585 # sent_id = 14554 # text = How many functions : {1, 2, 3, 4, 5} {, , , } are there? Solution. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
few term	162.95	1	# doc_id = 15790 # sent_id = 16875 # text = We can then look for a pattern among the first few terms of the sequence. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
vector v	162.95	1	# doc_id = 21116 # sent_id = 22806 # text = 2.11 Denition The scalar multiplication of the real number r and the vector v is the vector of the multiples. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
row rank	156.27	1	# doc_id = 23325 # sent_id = 25238 # text = The row rank is the dimension of this space, the number of linearly independent rows. 1 2
